37;7.5;1.5;103
52;7;1.6;104
63;6.6;1.6;114
72;6.2;1.6;124
80;4.7;1.5;127
82;2.2;0.9;129
93;2.2;1.7;142
98;0.5;0.2;85
110;0.2;1.7;3
108;0.3;0;3
104;-0.1;1;3
100;1.7;1;154
103;5.3;1.3;193
104;7.4;1.5;218
114;8.3;1.4;249
124;10.7;1.1;233
127;12.3;1.4;200
129;12.2;0.6;163
142;13.6;1.7;172
85;13.7;1.6;160
3;12.9;1;146
3;12;1.2;137
3;8.9;0.7;129
154;7.3;1.3;128
193;4.1;1.3;120
218;5;1.5;136
249;5.3;1.4;143
233;4.1;1.7;164
200;4.5;0.7;160
163;2.9;1;168
172;4.6;1.2;160
160;4.1;1.8;161
146;3.7;2.1;165
137;3.9;1.8;188
129;4;2;201
128;4.5;1.9;186
120;5.3;2.1;194
136;6.4;2.2;203
143;8.4;1.7;217
164;9.1;2.1;248
160;9.7;1.7;299
168;10.8;0.9;312
160;12.2;1.2;275
161;13.1;1.2;278
165;12.8;0.2;255
188;10.2;0.6;192
201;8.1;0;169
186;5.5;0.1;151
194;4.4;0.8;126
203;3.4;0.1;126
217;3.7;0.5;157
248;2.5;0.9;220
299;1.2;0;263
312;1.7;0.9;272
275;1.1;0;330
278;0.1;1.9;366
255;0.2;0.5;259
192;-0.4;0.9;249
169;0.9;0.7;318
151;3.1;1.7;404
126;6.5;1.1;484
126;8.4;1.4;446
157;10.5;1;425
220;14.4;2.4;416
263;15.8;3;344
272;17.3;2.6;386
330;17.7;1.5;326
366;18.1;1.4;301
259;17.4;1.1;335
249;15.2;1.2;232
318;13;1.5;265
404;11.2;0.4;263
484;9.2;0.4;216
446;6.9;0;207
425;6.4;0.9;174
416;5.2;1;181
344;5.3;1.3;212
386;4.5;1.1;377
326;3.7;1.6;558
301;4;1.6;253
335;3.2;0.5;170
232;1.9;0.5;139
265;2.3;0.7;79
263;6.8;2;58
216;10;2;90
207;14.5;1.2;90
174;16.8;2.1;79
181;20;3.1;89
212;17.7;5.5;54
377;15.8;6.2;93
558;14.4;6.7;64
253;13.2;3.5;99
170;11.7;2.6;119
139;10.5;3.1;87
79;9.2;1.8;106
58;8.1;2.7;114
90;6.9;1.7;117
90;6.1;1.7;127
79;5.2;1.7;123
89;3.8;0.7;76
54;2.9;1;79.491602
93;2.5;0.6;79.491602
64;2.5;1.7;79.491602
99;1.6;0.6;79.491602
119;1.4;0.8;79.491602
87;2.7;1.5;79.491602
106;1.8;1.2;79.491602
114;3.2;3.3;79.491602
117;6.5;3;79.491602
127;16.1;7.8;79.491602
123;16.3;12.8;79.491602
76;14;9.7;79.491602
79.491602;12.7;9.9;79.491602
79.491602;10.4;7.6;79.491602
79.491602;9.8;6.2;79.491602
79.491602;9.7;5.9;79.491602
79.491602;10.3;6.2;79.491602
79.491602;9.1;4.1;79.491602
79.491602;7.2;4.7;79.491602
79.491602;6.2;7.1;79.491602
79.491602;5.3;4.8;79.491602
79.491602;5;6.3;39
79.491602;4.3;2.2;56
79.491602;1.5;1;26
79.491602;0.8;1.1;24
79.491602;-1;0;30
79.491602;-1.2;0.9;21
79.491602;-2.3;0.7;32
79.491602;-2.3;1.3;40
79.491602;-3;0.2;37
79.491602;-2.4;1.6;45
79.491602;2;0.7;58
79.491602;5.1;1.5;72
39;8;3.8;91
56;9.3;3.5;110
26;9.7;3.6;111
24;11.1;3;99
30;12.2;3.1;96
21;12.2;3.1;96
32;11.6;3.7;104
40;10.7;5;107
37;9.5;4.2;108
45;7.9;2.4;114
58;5.7;1.7;131
72;6.2;1.5;131
91;4.6;1.6;125
110;3.8;1.8;134
111;3.1;1.6;115
99;3.1;1.8;142
96;2.5;2;147
96;2.2;1.2;144
104;1.2;1.5;121
107;1.3;1.5;105
108;0.4;0.6;115
114;-1.1;0.4;136
131;2.2;1.1;133
131;4.2;1.3;147
125;5.8;1.9;161
134;6.9;1.5;153
115;8.3;1.9;134
142;9.3;1.9;139
147;10.6;2.1;134
144;11.5;2.2;129
121;11.6;2.6;125
105;10.8;3.4;123
115;10.3;1.2;122
136;9.9;1.6;122
133;9.5;1.1;100
147;9.4;1;98
161;9;1.6;111
153;8.6;1.8;118
134;8.1;1.2;119
139;7;2.1;128
134;6.1;1.3;121
129;6.4;1.5;116
125;6.2;1.3;102
123;4.4;1.5;112
122;4.3;1.5;99
122;4;0.9;141
100;3.5;0.8;155
98;3.3;1.4;138
111;3.1;1.4;90
118;3.5;1.3;77
119;3.8;1.1;62
128;4.6;1.2;13
121;5.3;1.5;3
116;5.6;1.3;9
102;6.2;0.7;7
112;6.8;2;3
99;6.3;0.8;3
141;5.2;0.6;3
155;3.9;0.9;3
138;4.1;1;12
90;2.5;1.1;10
77;3.1;0.9;7
62;4.4;3.6;3
13;3.4;1.5;3
3;2.5;2;8
9;1.3;1.7;3
7;0.8;2.6;3
3;0.1;1.9;3
3;-0.4;2.8;3
3;-0.1;2.5;8
3;1.6;3.6;17
12;2.9;3.8;31
10;3.7;4.1;55
7;4.4;3.4;62
3;5;2.2;68
3;5.9;2.5;69
8;6.8;0.6;73
3;7.5;2.4;60
3;7.8;0.9;57
3;7.6;1.7;48
3;6.4;1.8;50
8;5;1.5;63
17;3.7;1.3;54
31;2.8;1.3;64
55;2.3;1.3;74
62;2.3;2.1;68
68;1.3;3.2;103
69;0.2;2.7;94
73;-0.4;1.8;125
60;-0.8;1.5;136
57;-1;1.7;120
48;-1.3;1.4;113
50;-0.8;1.7;104
63;-0.5;1;92
54;0.2;1.4;112
64;1.3;1.8;121
74;2.8;1.1;106
68;4;1.6;115
103;5.1;1.6;142
94;6.5;2.7;144
125;7.6;1.4;147
136;8.9;1.4;147
120;9.9;2.5;129
113;9;3.8;128
104;7.7;3.1;128
92;6.3;1.9;125
112;5.3;1.3;124
121;4.2;1.1;149
106;3.8;1;162
115;3.4;1.1;162
142;2.8;0.9;222
144;2.1;2.2;251
147;1.7;1.1;265
147;1.2;1.4;282
129;1.1;1.3;296
128;0.7;1.3;304
128;0.3;1.2;284
125;0.1;1.6;244
124;1.1;1.4;295
149;2.6;1.2;269
162;4.8;1.1;281
162;6.4;2;262
222;8;1.1;244
251;9.2;2.4;267
265;10.5;2.6;261
282;11.4;2.4;265
296;11.1;1.3;285
304;10.8;1.3;249
284;10.5;1.8;287
244;9.6;1.2;291
295;7.8;0.2;290
269;6.3;0.9;261
281;6.8;1.8;305
262;6.3;1;296
244;5.7;1.3;274
267;5.5;1.3;199
261;5.1;1.9;177
265;4.7;1.8;164
285;4.6;1.3;155
249;4.1;1.7;189
287;4.6;2.4;164
291;4.3;1.7;134
290;5.1;1.4;185
261;7.2;1.8;240
305;9.7;1.9;255
296;12.5;0.5;213
274;13.6;2.2;196
199;14.6;2.4;197
177;14.8;3.1;202
164;14.5;3.1;201
155;14;4.1;201
189;13.2;3;209
164;12.1;1.8;171
134;10.6;2.5;168
185;10;2.7;180
240;9;3.2;194
255;8;2.2;204
213;7.1;1.5;250
196;6.6;1.5;225
197;6.3;1.2;235
202;5.9;1.4;321
201;5.6;1.1;294
201;5.8;1;317
209;5.3;1.1;345
171;4.8;0.7;389
168;4.1;0.9;352
180;5;1.1;375
194;6.7;1.3;453
204;8.3;1.8;480
250;9.8;1;492
225;11.1;1.4;454
235;12.5;1.7;436
321;13.8;0.7;423
294;14.9;2.3;409
317;15.2;1.2;383
345;15.1;0.9;238
389;13.6;1.6;17
352;11.6;1.5;11
375;10.2;0.8;3
453;9.5;0.6;10
480;8.9;1.5;12
492;8.7;1.1;9
454;8.1;2.2;3
436;6.7;1.5;10
423;6.7;1.3;8
409;7.4;1.9;9
383;10;3.5;3
238;10.1;5.3;6
17;8.5;2.7;17
11;7.6;5.4;3
3;6.9;5.2;48
10;7.3;5.1;50
12;8.8;5.4;40
9;9.1;4.2;29
3;9.6;4.2;29
10;10.3;2;26
8;11.5;1.1;19
9;12.2;1.8;7
3;11.3;2.3;6
6;10.1;5.3;4
17;9.5;5.3;4
3;6.5;5.2;7
48;4.4;6.5;10
50;3.5;5.3;21
40;2.1;4.3;25
29;1.9;3.2;31
29;1.6;2.2;34
26;1;1.9;34
19;-0.1;1.4;36
7;-0.3;1.5;51
6;0.1;1.7;41
4;0.2;1.3;36
4;0.3;0.8;26
7;0.1;1.6;25
10;1;1.6;24
21;2.2;2.7;19
25;2.7;2.7;25
31;3.9;2.7;36
34;3.7;2.1;37
34;3.8;2.9;50
36;4.4;2.4;51
51;4.5;3.5;22
41;3.9;2.7;21
36;3.2;2.5;21
26;2.4;2.3;21
25;1.7;2;26
24;1;2.9;15
19;0.7;0.7;32
25;0.4;2.6;24
36;-0.1;2.4;44
37;-0.4;1.8;52
50;-0.9;1.6;32
51;-1.6;1.7;13
22;-2;1.3;3
21;-2;1.1;4
21;-3.3;1;11
21;-5.6;0.6;21
26;-3.9;0;30
15;-2.4;0.8;65
32;-1.1;0.4;86
24;1.4;1.6;74
44;2.2;2.9;83
52;2.9;3.4;89
32;3.9;4;104
13;4.9;4;95
3;5.5;2.5;90
4;5.9;2.9;88
11;5.6;2.6;74
21;4.7;1.6;89
30;4.1;4;97
65;3.4;1.9;91
86;2.2;1.8;85
74;2.5;2.5;80
83;1.9;1.8;85
89;1.8;2;90
104;1.8;2.6;99
95;1.4;2.5;111
90;1;2.7;151
88;0.5;1.4;141
74;0;1;153
89;-0.3;1.1;158
97;-0.1;1.1;162
91;0.8;1.5;166
85;1.7;1.1;198
80;2.9;0.2;173
85;4;1.6;173
90;5.6;0.8;182
99;6.8;1.4;193
111;7;1;130
151;7.8;0.9;66
141;7.6;1.6;46
153;7.1;1.9;125
158;6.6;2.2;14
162;6;1;9
166;5.6;1.4;9
198;5.6;2.8;10
173;5.4;1.7;107
173;4.9;1.6;104
182;4.4;1;101
193;2.3;0.9;43
130;2.6;0.7;53
66;5.4;2.2;53
46;4.5;1;60
125;2.2;0.7;72
14;2.8;1.8;61
9;2.9;0.7;64
9;4.8;2.1;77
10;6.3;3.1;68
107;7.8;1.8;55
104;8.4;1.9;49
101;8;4.2;59
43;8.8;4.2;50
53;9.7;4.1;38
53;10.1;3.5;40
60;10;2.5;41
72;9.5;4.4;47
61;8.9;2.5;48
64;7.9;2.6;47
77;5.9;3;47
68;4.5;3.9;65
55;3.9;3;65
49;2.2;2.5;64
59;1.1;2.6;64
50;0.7;2;65
38;0.8;2.4;52
40;0.9;1.7;74
41;1.2;3.6;75
47;0.7;1.5;86
48;0.9;2.1;23
47;0.9;3.3;12
47;1.4;3;6
65;2.5;3.9;17
65;2.7;2.2;6
64;3.3;1.1;11
64;5.2;2.9;3
65;5.5;0.7;7
52;7.2;0.9;6
74;8;1.7;3
75;12.1;7.2;3
86;11.2;7.2;5
23;9;6;6
12;7.2;5.9;8
6;6;5.6;12
17;5.1;4;4
6;3.9;2.4;4
11;3.4;2.3;4
3;2;0.7;3
7;1.2;2.9;4
6;0.5;2.4;3
3;-0.1;1.8;3
3;-0.5;3.1;3
5;-0.8;2.1;7
6;-1.4;1.2;18
8;-0.5;0.4;22
12;1.6;1.8;31
4;3.3;1.5;42
4;4.6;2.9;62
4;5.2;2;62
3;6.6;3.1;67
4;7.2;1.7;68
3;8;2.8;87
3;9;1.8;79
3;9.3;3.3;67
7;8.9;3;64
18;7.8;2.4;71
22;6.6;1.8;79
31;5.7;2;84
42;4;0;81
62;2.8;0.7;82
62;1.9;1.2;78
67;3;2;74
68;1.8;1.9;91
87;0.8;2.3;106
79;0.4;2.5;95
67;-0.2;2.1;125
64;-1.3;0;105
71;-1.7;0;106
79;-1.2;0;114
84;1.4;1.1;114
81;3;2;119
82;4.4;1.5;142
78;5.7;2.4;149
74;6.9;1.5;145
91;8.6;3.1;128
106;9.5;1.4;140
95;10.2;1.8;148
125;10.6;2.8;164
105;10.7;2;157
106;9.9;1.8;151
114;7.9;1.2;151
114;6.2;1.2;159
119;6.9;1.6;164
142;6.2;1.3;184
149;5.6;2.3;188
145;5.5;2;205
128;4.9;1.6;218
140;4.2;1.6;216
148;3.1;1.5;205
164;2.9;1.8;199
157;2;1.1;188
151;1.9;1.1;194
151;2.5;1;195
159;3.7;1.5;195
164;5;1.5;219
184;6.6;0.7;260
188;8;1.6;260
205;9.5;2.8;200
218;10.5;3.3;150
216;11.7;4;118
205;12.8;3.6;131
199;13;4.3;120
188;12.8;3.2;120
194;12.1;1;97
195;10.5;0.1;140
195;9.6;1.4;152
219;9.2;1.2;147
260;7.6;1;141
260;8.3;1;170
200;8.1;2.3;202
150;7.9;1.2;174
118;7.1;2.3;152
131;6.5;1.5;152
120;5.7;1.3;12
120;5.4;1.7;3
97;6;1.2;3
140;5.7;1.4;3
152;5.9;1.6;20
147;7.8;1.1;16
141;10.2;1.9;4
170;12.4;1.3;4
202;15.1;1.2;4
174;17.5;1.6;3
152;18.4;4.3;3
152;18.9;4.6;3
12;17.7;6.6;3
3;16.6;4.8;3
3;14.8;5.7;3
3;12.8;3.6;8
20;11.4;2.9;7
16;10;3.7;3
4;9.2;5.3;3
4;8.4;5.7;9
4;7.3;4.6;10
3;6.3;3.2;12
3;5.7;2.9;15
3;4.9;1.6;19
3;4.4;1.6;14
3;3.5;1.9;3
3;3.5;1.2;15
8;3.7;1;15
7;5.1;2.1;21
3;6.4;2;32
3;7.8;1.8;82
9;8.5;1.6;119
10;9.3;5.1;119
12;10.7;4.8;127
15;11.2;3.2;108
19;12.7;4.8;100
14;13.2;3.8;91
3;13.2;2.1;80
15;11.8;1.8;80
15;10.1;1.5;54
21;8.8;1.4;43
32;7.8;0.4;84
82;5.5;0.7;99
119;4.6;1.3;96
119;4.3;1.3;80
127;3.7;1.4;47
108;2.9;1.4;41
100;1.9;1.9;76
91;1.9;1.3;87
80;1.3;0;79
80;0.6;0.5;89
54;1.7;1.2;87
43;3.7;2.5;88
84;5.6;1.3;78
99;7.3;1.5;77
96;8.5;3.4;76
80;9.2;3.3;70
47;9;2.1;70
41;9.3;3;72
76;9.4;1.8;63
87;9.3;3.4;63
79;8.8;0.8;66
89;8.6;2.3;63
87;7.7;2.1;69
88;6.1;2.5;68
78;5.2;3.2;70
77;4.2;3.8;86
76;3.8;0.8;75
70;3.6;1.8;75
70;3.5;3.2;68
72;3.3;2.3;77
63;3.4;1.5;91
63;3.3;1.1;91
66;3.1;1.3;81
63;2.6;0.5;78
69;2.6;1.2;76
68;4.3;1.6;76
70;6.6;1.5;87
86;7.1;2.1;87
75;7.9;2.8;81
75;8.8;1.7;76
68;9.7;3.4;89
77;10.5;4;74
91;10.1;4.6;60
91;9.5;2.5;67
81;8.8;3.6;95
78;7.7;3.2;75
76;6.8;2.6;77
76;6.1;1.9;85
87;5.2;2.2;85
87;4.4;1.7;127
81;4.2;2.9;127
76;4.1;2.2;151
89;3.7;1.9;170
74;3.6;2.1;158
60;3.6;1.4;196
67;3.3;2;204
95;3.4;2;219
75;3.4;2;205
77;3.5;1.5;205
85;3.7;1.6;211
85;3.9;1.7;216
127;4.6;2.5;205
127;5.2;2.1;211
151;6.4;1.6;213
170;6.3;2.5;222
158;6.4;2;219
196;6.5;1.9;233
204;7;2.7;204
219;7.1;1.7;204
205;6.8;2.1;213
205;6.5;1.2;213
211;6;1.4;210
216;6;1.1;221
205;5.9;1.1;244
211;5.8;1.1;95
213;6;1.1;95
222;6.1;2.2;174
219;6;0.9;40
233;5.7;1.5;24
204;6.2;0.8;25
204;4.9;0.4;20
213;3.9;1;32
213;4.2;1;32
210;7;0.9;32
221;11.2;1.4;30
244;13.1;6.1;20
95;13.8;3.9;17
95;13.6;4.2;17
174;14.1;6;10
40;14.2;4;11
24;15.4;6.4;16
25;15.2;5.7;16
20;14.6;3.2;31
32;14.2;2.3;35
32;12.7;2.8;30
32;11.6;2.9;54
30;10.6;2.6;70
20;9.6;3.8;70
17;8.6;3;97
17;7;1.4;112
10;3.5;1.1;159
11;1.8;0.8;158
16;0.7;0.9;151
16;0.5;1.1;142
31;-0.7;0.9;119
35;-0.8;1.1;112
30;1.7;1.5;113
54;4.6;2.6;111
70;7.2;1.5;111
70;9.8;1;115
97;11.7;1.4;127
112;14;2.3;125
159;15.4;2.5;125
158;17.2;3.4;154
151;17.9;3.9;154
142;18.4;1.8;148
119;18;2.8;148
112;17;3.2;136
113;15.2;1.7;130
111;14.2;2;120
111;12.6;1.8;126
115;11.7;0.9;125
127;10.4;0.9;106
125;10.1;1.4;106
125;7.3;0.6;149
154;7.2;1.2;179
154;7;1.4;201
148;6.1;1.5;95
148;5.1;0.9;74
136;5.4;0.9;64
130;6.3;1.2;64
120;9.9;1.9;52
126;13.3;3.4;58
125;17.2;4.1;57
106;17.3;2.8;57
106;18.6;4;50
149;18.9;4.9;50
179;17.8;5.2;49
201;17.3;5.7;49
95;16.2;4.7;47
74;15.6;5.1;61
64;14.3;3.5;61
64;12.8;2.2;66
52;12.1;1.8;61
58;10.7;1;66
57;9.4;0.8;78
57;8.3;0;68
50;7.4;0.6;63
50;7.7;1.2;66
49;7.4;1;66
49;8.1;1.9;72
47;8.7;1.8;79
61;8.2;1;71
61;7.7;1.4;58
66;8.4;1.1;58
61;9.3;2.1;54
66;9.8;1.5;74
78;10;1.9;74
68;10.1;0.8;68
63;10.4;1.4;65
66;10.6;1.4;65
66;10.5;2.4;70
72;8.4;3.2;62
79;6.7;3;62
71;6.6;2.6;63
58;6.1;2.6;67
58;6.1;2;67
54;5.9;2.1;52
74;5.9;2.5;64
74;5.9;1.6;66
68;6;1.8;66
65;5.9;1.9;61
65;6;2.3;35
70;6.1;0.5;35
62;5.9;1;18
62;5.9;1.2;18
63;5.9;0.8;13
67;5.7;1.8;13
67;5.8;0.8;8
52;7;1.7;10
64;8.4;0.8;10
66;10.7;2.8;10
66;13.6;6.9;12
61;13.3;5.3;7
35;13.9;3.3;3
35;13.6;5.1;7
18;13;5.5;12
18;12.6;5.6;9
13;11.6;4.6;8
13;10;4.3;3
8;9;3.1;4
10;7.9;1.9;7
10;6.9;3.1;20
10;6.2;1;18
12;5.6;2.4;14
7;5;1.4;15
3;3.9;1.4;12
7;2.8;1.1;9
12;1.7;0.5;3
9;0.2;0.6;10
8;-0.2;0;9
3;-0.7;0.7;11
4;2.5;1.1;13
7;5.5;1.6;12
20;8;4.4;13
18;9.6;6.4;48
14;10.6;3;48
15;11.4;3.5;51
12;12.7;1.6;58
9;13.6;1.5;62
3;14;2.4;57
10;13.8;2.8;71
9;13.4;3.1;71
11;12.8;3;98
13;11.3;2;76
12;10.3;1.7;65
13;9.3;1.3;62
48;8.5;1.5;55
48;8;2.2;62
51;7.7;2.2;64
58;7.3;1.4;62
62;6.4;1.7;61
57;5.3;3.1;87
71;3.8;2.7;79
71;3.2;1.9;95
98;2.8;2;77
76;3.8;4;80
65;5.2;3.2;82
62;6.7;4.5;78
55;8.3;3.6;91
62;9.6;3.4;78
64;11.1;2.4;78
62;13.1;2.7;29
61;14.1;3.1;32
87;15;3.2;16
79;13.6;2.3;40
95;12.6;4.8;45
77;12.3;3.5;29
80;11.7;1.8;33
82;11;0.9;19
78;10.9;1.6;19
91;9.4;2.6;18
78;9.1;1.5;14
78;8.7;0.9;15
29;7.5;1;14
32;6.9;1.1;14
16;6.5;1.8;12
40;7.9;3.7;13
45;7.5;4.9;11
29;7.1;5.1;11
33;7.1;5.7;10
19;7.7;7.1;18
19;8.4;5.9;24
18;9;7.8;25
14;10.1;7.3;21
15;10.8;8.6;12
14;11.4;7.5;12
14;11.8;5.5;9
12;11.3;6.6;10
13;12;8.8;10
11;11;6.6;7
11;10.1;5.9;10
10;9.3;5.9;10
18;8.7;6.2;13
24;8.2;4.7;13
25;7.7;3.9;14
21;7.5;5.7;12
12;7;5.7;10
12;6.9;5.8;10
9;6.4;4.8;10
10;6.4;5.9;9
10;6.1;6.1;8
7;5.8;3.5;6
10;5.9;4.2;13
10;6.2;1.7;14
13;7.1;3.6;14
13;8.2;4.9;16
14;8.9;6.3;16
12;9.9;4.8;13
10;10.1;5.3;10
10;11.4;1.3;13
10;10.7;3.7;11
9;10.8;1.7;8
8;10.9;2.9;8
6;10.6;5.8;5
13;10.1;4.5;9
14;9.1;4.5;10
14;7.9;2.4;10
16;7.4;3.2;14
16;6.6;1.6;14
13;5.7;2.1;14
10;5.6;3;14
13;5.4;3.4;11
11;5.4;4.2;5
8;4.3;2.4;4
8;4;2.3;12
5;3.5;2.6;5
9;3.1;2.1;8
10;5.6;3.3;11
10;7;5.2;11
14;8.6;5.1;24
14;9.5;5.7;31
14;11;6.9;25
14;10.6;4.6;25
11;11.8;3.6;20
5;11.9;5.9;22
4;11.8;3.7;28
12;11.7;5.7;29
5;11.1;6.4;28
8;10.8;3.5;28
11;9.9;2.1;20
11;8.5;0.8;20
24;8.5;1.5;9
31;4.9;0.9;12
25;3.9;1.2;10
25;3.4;0.4;14
20;2.9;1.2;11
22;4;0.6;11
28;3.2;0.8;13
29;1.3;0;5
28;2.3;0.5;8
28;6.1;3.8;8
20;7.8;4.7;11
20;9;3.7;8
9;9.9;4.8;7
12;11.1;3.8;25
10;12.2;5.1;23
14;13.4;3.6;37
11;15;3.4;37
11;15.7;5.3;45
13;16.5;5.8;51
5;16.4;6.3;51
8;16.7;4.2;52
8;16;3.7;46
11;14.2;1.7;56
8;11.5;0.6;48
7;8.8;0.7;33
25;7.4;0;54
23;6.3;0;53
37;5.5;0.5;62
37;6.7;2.2;70
45;5.5;1;71
51;3.9;1.2;67
51;4.4;1.5;76
52;4;1.2;50
46;3.2;1.2;48
56;5.6;1.3;59
48;8.6;0.9;78
33;11.2;1.9;96
54;13.7;1.1;102
53;15.4;0.7;103
62;16.4;1.9;119
70;17.6;1.5;128
71;20.2;2.8;129
67;22.3;1.9;114
76;22.8;1.8;114
50;23.1;2.7;98
48;21.6;1.4;91
59;17.8;1.2;89
78;17.2;0.9;87
96;15.6;0.8;87
102;15.1;2;90
103;13.4;0.7;96
119;12.2;1.3;103
128;10.8;0.4;75
129;10.2;1.2;26
114;9.5;1.8;11
114;8.8;1;10
98;8.2;1.6;10
91;8.3;2.3;16
89;10.5;1.4;6
87;13.1;1;9
87;16.1;1.3;11
90;19;1.6;7
96;22.1;3.1;11
103;25.2;2.5;7
75;23.6;6.1;7
26;23.6;4.3;9
11;24;6;5
10;23.6;5.8;9
10;22.3;4.6;3
16;20.9;5.7;5
6;18.7;3;4
9;17.3;4.3;5
11;16.1;4.3;9
7;14.5;3.6;9
11;13.7;5.1;8
7;12.3;3.8;10
7;11.4;3.2;14
9;10.7;3.5;39
5;9.5;1.8;56
9;7.4;1.9;46
3;6.4;2.4;44
5;5.8;0.4;44
4;7.5;1.7;49
5;9.2;2.2;46
9;10.8;2.7;45
9;12.5;1.9;54
8;13.4;3.1;61
10;14.3;1;60
14;14.8;1.4;56
39;16;3.1;61
56;16.6;4;70
46;16.6;3.2;56
44;16.2;3.4;56
44;15.4;2.7;60
49;14.8;2.6;60
46;14;1.8;59
45;13.3;1;76
54;12.4;2.1;69
61;11.7;2.6;70
60;11;2.2;81
56;10;0.9;89
61;8.9;1.2;82
70;8.6;0.6;95
56;6.6;0.4;95
56;6.6;0.8;79.491602
60;6.3;0.9;48
60;8.4;0.9;48
59;10.4;1;60
76;12.7;1.8;56
69;14;0.9;48
70;15.3;2.8;48
81;16.8;3.1;50
89;18;3.5;58
82;18.5;5.1;57
95;18.9;3.4;60
95;18.2;5.3;53
79.491602;17.2;5.5;52
48;15.5;4.4;51
48;13.5;4.2;61
60;12;5.1;61
56;11.1;2.2;66
48;10.8;2.1;71
48;10.4;2.4;70
50;10;0.8;43
58;10.3;1.3;43
57;9.6;0.9;32
60;9.7;2.2;30
53;9.6;0;34
52;8.7;0.9;30
51;8.7;1.6;29
61;9.6;1.1;29
61;12.2;1.9;29
66;14.5;2.5;90
71;16.6;3.9;77
70;17.7;3.4;77
43;18.7;3.5;47
43;19.7;2.4;46
32;20.2;1.5;45
30;20.8;2.3;38
34;20.4;1;43
30;20.6;1.9;47
29;19.3;4.3;55
29;15;3.5;58
29;11.8;3.9;57
90;10.5;5.1;57
77;9.7;4.6;57
77;9.3;2.4;44
47;9;1.9;42
46;8.6;2.4;36
45;8.4;1.8;35
38;8.3;1.2;56
43;8.3;1.3;56
47;8.2;1.4;44
55;8.2;1.5;43
58;8.4;2.2;47
57;9.1;2.1;45
57;10.1;3.8;40
57;11.6;5.2;42
44;13.1;2.4;42
42;13.9;2.6;47
36;15;4.2;18
35;15.9;3.5;14
56;16.1;1.5;13
56;16;3;12
44;15.5;1.5;7
43;14.1;3.9;11
47;13.2;2.5;14
45;12.4;1.5;9
40;11.4;0.9;5
42;10.6;0.7;4
42;12.4;4.8;4
47;10.7;3.5;6
18;9.3;5.3;5
14;8.4;4.5;7
13;7.9;2.8;79.491602
12;7.4;3.4;9
7;6.8;2;10
11;6.3;1.5;7
14;7.7;3.4;7
9;8.6;3.6;8
5;9.6;2.6;14
4;9.9;3.7;12
4;10.5;4.5;12
6;11.5;4.6;12
5;12.5;3.7;8
7;13.6;3.1;37
79.491602;13.9;3.2;36
9;14.8;3.3;34
10;14.4;2.1;26
7;13.9;3.2;24
7;12.8;2.3;28
8;11.9;1.9;33
14;11.7;1;34
12;11.5;2.1;34
12;10.9;2.4;33
12;10.4;2.1;45
8;8.1;4.2;48
37;7.2;2.1;38
36;6.7;2.7;35
34;6.8;1.8;40
26;6.5;2.7;37
24;6.7;2;53
28;7;1.9;58
33;7.5;1.6;53
34;7.8;2.3;55
34;7.1;1.7;60
33;6.5;3.2;54
45;6.4;2.7;67
48;8.2;2.4;75
